gbifID	scientificName	decimalLatitude	decimalLongitude	day	month	year	countryCode	stateProvince	DataSetID/Name	Elevation	kingdom	phylum	class	order	family 
1707740571	Elachistocleis panamensis	9.63	-74.912222	6	5	1994	CO	Bolívar	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	70.0	Animalia	Chordata	Amphibia	Anura	Microhylidae
1707740570	Epipedobates boulengeri	2.966667	-78.183306	1	8	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	70.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740569	Pristimantis susaguae	5.058611	-74.019722	21	8	2001	CO	Cundinamarca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	2700.0	Animalia	Chordata	Amphibia	Anura	Craugastoridae
1707740568	Epipedobates boulengeri	2.966944	-78.183611	10	4	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	70.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740567	Epipedobates boulengeri	2.966667	-78.183306	20	9	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	60.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740564	Epipedobates boulengeri	2.966667	-78.183306	1	2	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	45.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740563	Epipedobates boulengeri	2.966944	-78.183611	1	12	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	100.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740562	Dendropsophus praestans	1.613056	-76.100556	25	8	1993	CO	Huila	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	2000.0	Animalia	Chordata	Amphibia	Anura	Hylidae
1707740561	Epipedobates boulengeri	2.966667	-78.183306	21	9	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	70.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740553	Atelopus elegans	2.966667	-78.176667	6	9	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	180.0	Animalia	Chordata	Amphibia	Anura	Bufonidae
1707740551	Epipedobates boulengeri	2.966667	-78.176667	22	3	2002	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	30.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740547	Epipedobates boulengeri	2.966667	-78.176667	1	3	2001	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	60.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740546	Epipedobates boulengeri	2.966667	-78.176667	22	3	2002	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	30.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740543	Pristimantis susaguae	5.058611	-74.019722	21	8	2001	CO	Cundinamarca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	2700.0	Animalia	Chordata	Amphibia	Anura	Craugastoridae
1707740539	Epipedobates boulengeri	2.966944	-78.183611	1	12	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	100.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740538	Boana pugnax	8.661111	-75.134722	1	7	1990	CO	Sucre	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	28.0	Animalia	Chordata	Amphibia	Anura	Hylidae
1707740536	Epipedobates boulengeri	2.966667	-78.176667	1	2	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	45.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740534	Epipedobates boulengeri	2.966667	-78.176667	1	3	2001	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	60.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740533	Leptodactylus insularum	8.6375	-74.514444	6	6	1972	CO	Bolívar	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	No Info	Animalia	Chordata	Amphibia	Anura	Leptodactylidae
1707740532	Epipedobates boulengeri	2.966944	-78.183611	1	12	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	100.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740531	Pleurodema brachyops	9.63	-74.912222	6	5	1994	CO	Bolívar	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	70.0	Animalia	Chordata	Amphibia	Anura	Leptodactylidae
1707740530	Epipedobates boulengeri	2.966667	-78.183306	20	9	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	60.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740528	Epipedobates boulengeri	2.966944	-78.183611	1	12	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	100.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740526	Epipedobates boulengeri	2.966667	-78.176667	1	3	2001	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	60.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740524	Pristimantis frater	5.304167	-72.678889	1	6	1997	CO	Boyacá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1250.0	Animalia	Chordata	Amphibia	Anura	Craugastoridae
1707740521	Epipedobates boulengeri	2.966944	-78.183611	1	12	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	100.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740507	Pristimantis susaguae	5.058611	-74.019722	21	8	2001	CO	Cundinamarca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	2700.0	Animalia	Chordata	Amphibia	Anura	Craugastoridae
1707740502	Epipedobates boulengeri	2.966667	-78.176667	1	3	2001	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	60.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740498	Epipedobates boulengeri	2.966944	-78.183611	28	8	2001	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	130.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740497	Leptodactylus poecilochilus	9.63	-74.912222	6	5	1994	CO	Bolívar	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	70.0	Animalia	Chordata	Amphibia	Anura	Leptodactylidae
1707740493	Epipedobates boulengeri	2.966944	-78.183611	28	8	2001	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	130.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740492	Agalychnis buckleyi	1.563611	-75.04	1	9	1972	CO	Huila	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1950.0	Animalia	Chordata	Amphibia	Anura	Phyllomedusidae
1707740491	Epipedobates boulengeri	2.966667	-78.176667	1	3	2001	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	60.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740488	Epipedobates boulengeri	2.966944	-78.183611	1	12	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	100.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740486	Epipedobates boulengeri	2.966944	-78.183611	1	12	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	100.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740484	Dendropsophus haraldschultzi	-3.383611	-70.100278	8	5	2000	CO	Amazonas	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	300.0	Animalia	Chordata	Amphibia	Anura	Hylidae
1707740483	Leptodactylus poecilochilus	9.63	-74.912222	6	5	1994	CO	Bolívar	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	70.0	Animalia	Chordata	Amphibia	Anura	Leptodactylidae
1707740482	Rhinella humboldti	9.63	-74.912222	6	5	1994	CO	Bolívar	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	70.0	Animalia	Chordata	Amphibia	Anura	Bufonidae
1707740479	Epipedobates boulengeri	2.966667	-78.176667	1	3	2001	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	60.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740475	Epipedobates boulengeri	2.966944	-78.183611	1	12	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	100.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740473	Pristimantis susaguae	5.058611	-74.019722	21	8	2001	CO	Cundinamarca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	2700.0	Animalia	Chordata	Amphibia	Anura	Craugastoridae
1707740468	Rhinella marina	0.19	-72.61	1	4	2000	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	No Info	Animalia	Chordata	Amphibia	Anura	Bufonidae
1707740463	Epipedobates boulengeri	2.966944	-78.183611	1	12	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	100.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740459	Epipedobates boulengeri	2.966667	-78.176667	1	3	2001	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	60.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740458	Epipedobates boulengeri	2.966944	-78.183611	1	12	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	100.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740457	Epipedobates boulengeri	2.966944	-78.183611	1	12	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	100.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740450	Epipedobates boulengeri	2.966667	-78.183306	4	1	2001	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	180.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740449	Rhinella humboldti	9.63	-74.912222	23	6	1994	CO	Bolívar	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	70.0	Animalia	Chordata	Amphibia	Anura	Bufonidae
1707740448	Allobates trilineatus	0.074167	-72.451389	1	7	1999	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	290.0	Animalia	Chordata	Amphibia	Anura	Aromobatidae
1707740446	Rhinella margaritifera	0.19	-72.61	1	4	2000	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	No Info	Animalia	Chordata	Amphibia	Anura	Bufonidae
1707740441	Epipedobates boulengeri	2.966944	-78.183611	1	12	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	100.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740438	Hyloxalus picachos	2.744722	-74.889444	16	11	1997	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1550.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740434	Elachistocleis pearsei	8.661111	-75.134722	1	7	1990	CO	Sucre	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	28.0	Animalia	Chordata	Amphibia	Anura	Microhylidae
1707740431	Epipedobates boulengeri	2.966667	-78.176667	1	3	2001	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	60.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740414	Boana cinerascens	0.074167	-72.451389	1	7	1999	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	290.0	Animalia	Chordata	Amphibia	Anura	Hylidae
1707740412	Leptodactylus fuscus	8.654167	-74.514444	9	6	1972	CO	Bolívar	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	No Info	Animalia	Chordata	Amphibia	Anura	Leptodactylidae
1707740401	Rhinella humboldti	8.661111	-75.134722	1	7	1990	CO	Sucre	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	28.0	Animalia	Chordata	Amphibia	Anura	Bufonidae
1707740397	Epipedobates boulengeri	2.966944	-78.183611	1	12	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	100.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740394	Epipedobates boulengeri	2.966667	-78.183306	21	9	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	70.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740393	Pristimantis carranguerorum	5.304167	-72.678889	1	6	1997	CO	Boyacá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1250.0	Animalia	Chordata	Amphibia	Anura	Craugastoridae
1707740390	Scinax ruber	1.348611	-76.103056	1	8	2000	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1000.0	Animalia	Chordata	Amphibia	Anura	Hylidae
1707740389	Epipedobates boulengeri	2.966667	-78.176667	1	3	2001	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	60.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740388	Pleurodema brachyops	9.63	-74.912222	23	6	1994	CO	Bolívar	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	70.0	Animalia	Chordata	Amphibia	Anura	Leptodactylidae
1707740384	Rhinella margaritifera	0.19	-72.61	1	9	2000	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1000.0	Animalia	Chordata	Amphibia	Anura	Bufonidae
1707740381	Epipedobates boulengeri	2.966944	-78.183611	1	12	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	100.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740380	Pristimantis diadematus	1.348611	-76.103056	1	8	2000	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1400.0	Animalia	Chordata	Amphibia	Anura	Craugastoridae
1707740379	Pristimantis w-nigrum	8.533333	-76.95	24	6	1979	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	No Info	Animalia	Chordata	Amphibia	Anura	Craugastoridae
1707740374	Epipedobates boulengeri	2.966667	-78.183306	4	1	2001	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	70.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740368	Dendropsophus haraldschultzi	-3.383611	-70.100278	8	5	2000	CO	Amazonas	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	300.0	Animalia	Chordata	Amphibia	Anura	Hylidae
1707740358	Epipedobates boulengeri	2.966944	-78.183611	1	12	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	100.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740357	Atelopus elegans	2.966944	-78.183611	28	8	2001	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	130.0	Animalia	Chordata	Amphibia	Anura	Bufonidae
1707740355	Rhinella margaritifera	0.19	-72.61	1	11	2000	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	No Info	Animalia	Chordata	Amphibia	Anura	Bufonidae
1707740344	Epipedobates boulengeri	2.966944	-78.183611	28	8	2001	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	130.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740343	Scinax ruber	1.348611	-76.103056	1	8	2000	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1000.0	Animalia	Chordata	Amphibia	Anura	Hylidae
1707740341	Leptodactylus fuscus	8.6375	-74.514444	6	6	1972	CO	Bolívar	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	No Info	Animalia	Chordata	Amphibia	Anura	Leptodactylidae
1707740340	Atelopus elegans	2.966667	-78.176667	1	12	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	70.0	Animalia	Chordata	Amphibia	Anura	Bufonidae
1707740339	Epipedobates boulengeri	2.966944	-78.183611	1	12	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	100.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740337	Dendropsophus haraldschultzi	-3.383611	-70.100278	8	5	2000	CO	Amazonas	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	300.0	Animalia	Chordata	Amphibia	Anura	Hylidae
1707740332	Epipedobates boulengeri	2.966944	-78.183611	1	12	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	100.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740330	Epipedobates boulengeri	2.966944	-78.183611	1	12	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	100.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740329	Rhinella dapsilis	0.074167	-72.451389	1	7	1999	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	290.0	Animalia	Chordata	Amphibia	Anura	Bufonidae
1707740323	Engystomops pustulosus	6.099972	-77.216667	30	7	1978	CO	Chocó	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	No Info	Animalia	Chordata	Amphibia	Anura	Leptodactylidae
1707740315	Rhinella dapsilis	0.074167	-72.451389	1	7	1999	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	290.0	Animalia	Chordata	Amphibia	Anura	Bufonidae
1707740311	Epipedobates boulengeri	2.966944	-78.183611	10	4	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	70.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740310	Boana hutchinsi	0.074167	-72.451389	1	7	1999	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	290.0	Animalia	Chordata	Amphibia	Anura	Hylidae
1707740306	Hyloxalus picachos	2.744722	-74.889444	16	11	1997	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1550.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740299	Hyloxalus picachos	2.744722	-74.889444	16	11	1997	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1550.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740296	Pristimantis verecundus	1.25	-78.25	1	4	1985	CO	Nariño	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	No Info	Animalia	Chordata	Amphibia	Anura	Craugastoridae
1707740295	Pristimantis susaguae	5.058611	-74.019722	21	8	2001	CO	Cundinamarca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	2700.0	Animalia	Chordata	Amphibia	Anura	Craugastoridae
1707740293	Rhinella margaritifera	0.074167	-72.451389	1	7	1999	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	290.0	Animalia	Chordata	Amphibia	Anura	Bufonidae
1707740272	Hyloxalus picachos	2.744722	-74.889444	16	11	1997	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1550.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740269	Pleurodema brachyops	8.661111	-75.134722	1	7	1990	CO	Sucre	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	28.0	Animalia	Chordata	Amphibia	Anura	Leptodactylidae
1707740265	Pristimantis bogotensis	5.687222	-73.479167	1	11	1998	CO	Boyacá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	2840.0	Animalia	Chordata	Amphibia	Anura	Craugastoridae
1707740264	Hyloxalus picachos	2.744722	-74.889444	16	11	1997	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1550.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740259	Agalychnis buckleyi	1.563611	-75.04	1	9	1972	CO	Huila	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1950.0	Animalia	Chordata	Amphibia	Anura	Phyllomedusidae
1707740258	Silverstoneia minima	6.093333	-77.216667	1	1	1971	CO	Chocó	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	No Info	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740257	Hyloxalus picachos	2.739167	-74.889444	16	11	1997	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1550.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740252	Pristimantis susaguae	5.058611	-74.019722	21	8	2001	CO	Cundinamarca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	2700.0	Animalia	Chordata	Amphibia	Anura	Craugastoridae
1707740249	Hyloxalus picachos	2.744722	-74.889444	16	11	1997	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1550.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740247	Pristimantis vilarsi	0.074167	-72.451389	1	7	1999	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	290.0	Animalia	Chordata	Amphibia	Anura	Craugastoridae
1707740243	Centrolene acanthidiocephalum	5.930556	-73.320278	2	5	1997	CO	Santander	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	2041.0	Animalia	Chordata	Amphibia	Anura	Centrolenidae
1707740227	Hyloxalus picachos	2.744722	-74.889444	16	11	1997	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1550.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740223	Hyloxalus picachos	2.744722	-74.889444	16	11	1997	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1550.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740221	Rhinella ceratophrys	0.074167	-72.451389	1	7	1999	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	290.0	Animalia	Chordata	Amphibia	Anura	Bufonidae
1707740219	Hyloxalus picachos	2.744722	-74.889444	16	11	1997	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1550.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740202	Hyloxalus picachos	2.744722	-74.889444	16	11	1997	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1550.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740200	Boana hutchinsi	0.074167	-72.451389	1	7	1999	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	290.0	Animalia	Chordata	Amphibia	Anura	Hylidae
1707740198	Boana pugnax	8.661111	-75.134722	1	7	1990	CO	Sucre	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	28.0	Animalia	Chordata	Amphibia	Anura	Hylidae
1707740194	Epipedobates boulengeri	2.966944	-78.183611	10	4	2000	CO	Cauca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	70.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740185	Boana boans	0.074167	-72.451389	1	7	1999	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	290.0	Animalia	Chordata	Amphibia	Anura	Hylidae
1707740182	Osteocephalus taurinus	0.074167	-72.451389	1	7	1999	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	290.0	Animalia	Chordata	Amphibia	Anura	Hylidae
1707740177	Boana hutchinsi	0.074167	-72.451389	1	7	1999	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	290.0	Animalia	Chordata	Amphibia	Anura	Hylidae
1707740138	Hyloxalus picachos	2.744722	-74.889444	16	11	1997	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1550.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740135	Rhinella roqueana	0.074167	-72.451389	1	7	1999	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	290.0	Animalia	Chordata	Amphibia	Anura	Bufonidae
1707740134	Hyloxalus picachos	2.744722	-74.889444	16	11	1997	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1550.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740116	Silverstoneia punctiventris	6.093333	-77.216667	1	1	1971	CO	Chocó	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	No Info	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740085	Pristimantis vilarsi	0.074167	-72.451389	1	7	1999	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	290.0	Animalia	Chordata	Amphibia	Anura	Craugastoridae
1707740082	Boana cinerascens	0.074167	-72.451389	1	7	1999	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	290.0	Animalia	Chordata	Amphibia	Anura	Hylidae
1707740078	Boana cinerascens	0.074167	-72.451389	1	7	1999	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	290.0	Animalia	Chordata	Amphibia	Anura	Hylidae
1707740061	Hyloxalus picachos	2.744722	-74.889444	16	11	1997	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1550.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707740059	Boana cinerascens	0.074167	-72.451389	1	7	1999	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	290.0	Animalia	Chordata	Amphibia	Anura	Hylidae
1707740054	Atelopus petriruizi	2.744722	-74.889444	16	11	1997	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1550.0	Animalia	Chordata	Amphibia	Anura	Bufonidae
1707740036	Hyloxalus picachos	2.744722	-74.889444	16	11	1997	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1550.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707739981	Hyloxalus picachos	2.744722	-74.889444	16	11	1997	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	1550.0	Animalia	Chordata	Amphibia	Anura	Dendrobatidae
1707739973	Rheobates palmatus	6.099972	-77.216667	30	7	1978	CO	Chocó	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	No Info	Animalia	Chordata	Amphibia	Anura	Aromobatidae
1707739945	Boana hutchinsi	0.074167	-72.451389	1	7	1999	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	290.0	Animalia	Chordata	Amphibia	Anura	Hylidae
1707738459	Allobates femoralis	1.424444	-75.869722	16	6	1990	CO	Caquetá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	312.0	Animalia	Chordata	Amphibia	Anura	Aromobatidae
1707738302	Atelopus muisca	4.609167	-73.718333	17	7	1989	CO	Cundinamarca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	3125.0	Animalia	Chordata	Amphibia	Anura	Bufonidae
1707734813	Leptodactylus colombiensis	4.858628	-73.265786	30	4	2017	CO	Boyacá	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	818.0	Animalia	Chordata	Amphibia	Anura	Leptodactylidae
1707734720	Pristimantis affinis	4.883333	-74.282222	23	2	2017	CO	Cundinamarca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	2850.0	Animalia	Chordata	Amphibia	Anura	Craugastoridae
1707734712	Pristimantis Jiménez	4.883333	-74.282222	22	2	2017	CO	Cundinamarca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	2850.0	Animalia	Chordata	Amphibia	Anura	Craugastoridae
1707734707	Pristimantis affinis	4.883333	-74.282222	22	2	2017	CO	Cundinamarca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	2850.0	Animalia	Chordata	Amphibia	Anura	Craugastoridae
1707734702	Dendropsophus molitor	4.882222	-74.280833	22	2	2017	CO	Cundinamarca	94dce9c1-e2f0-45cb-a77b-8e5caa871a41	2850.0	Animalia	Chordata	Amphibia	Anura	Hylidae
